Hourly measurement data supplied by UK-air on 22/12/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Sheffield Barnsley Road",,"Sheffield Devonshire Green",,"Sheffield Tinsley",
Latitude,,53.404950,,53.378622,,53.410580,,
Longitude,,-1.455815,,-1.478096,,-1.396139,,
Site Type,,Urban Traffic,,Urban Background,,Urban Background,,
Zone,,Yorkshire & Humberside,,Yorkshire & Humberside,,Yorkshire & Humberside,,
Agglomeration,,Sheffield Urban Area,,Sheffield Urban Area,,Sheffield Urban Area,,
Local Authority,,"Sheffield",,"Sheffield",,"Sheffield",,
Date,Time,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2024-11-14,02:00:00,4,V ugm-3 (BAM),2.571,V ugm-3 (Ref.eq),2.665,V ugm-3 (Ref.eq)
2024-11-14,03:00:00,0,V ugm-3 (BAM),4.08,V ugm-3 (Ref.eq),3.42,V ugm-3 (Ref.eq)
2024-11-14,04:00:00,2,V ugm-3 (BAM),4.222,V ugm-3 (Ref.eq),4.08,V ugm-3 (Ref.eq)
2024-11-14,05:00:00,3,V ugm-3 (BAM),5.307,V ugm-3 (Ref.eq),5.236,V ugm-3 (Ref.eq)
2024-11-14,06:00:00,3,V ugm-3 (BAM),7.005,V ugm-3 (Ref.eq),7.052,V ugm-3 (Ref.eq)
2024-11-14,07:00:00,5,V ugm-3 (BAM),7.123,V ugm-3 (Ref.eq),8.137,V ugm-3 (Ref.eq)
2024-11-14,08:00:00,10,V ugm-3 (BAM),7.005,V ugm-3 (Ref.eq),7.099,V ugm-3 (Ref.eq)
2024-11-14,09:00:00,10,V ugm-3 (BAM),7.453,V ugm-3 (Ref.eq),6.981,V ugm-3 (Ref.eq)
2024-11-14,10:00:00,14,V ugm-3 (BAM),6.863,V ugm-3 (Ref.eq),6.698,V ugm-3 (Ref.eq)
2024-11-14,11:00:00,7,V ugm-3 (BAM),5.637,V ugm-3 (Ref.eq),5.873,V ugm-3 (Ref.eq)
2024-11-14,12:00:00,6,V ugm-3 (BAM),5.708,V ugm-3 (Ref.eq),6.792,V ugm-3 (Ref.eq)
2024-11-14,13:00:00,8,V ugm-3 (BAM),7.429,V ugm-3 (Ref.eq),8.208,V ugm-3 (Ref.eq)
2024-11-14,14:00:00,8,V ugm-3 (BAM),8.443,V ugm-3 (Ref.eq),8.302,V ugm-3 (Ref.eq)
2024-11-14,15:00:00,10,V ugm-3 (BAM),8.726,V ugm-3 (Ref.eq),8.679,V ugm-3 (Ref.eq)
2024-11-14,16:00:00,12,V ugm-3 (BAM),10.189,V ugm-3 (Ref.eq),8.42,V ugm-3 (Ref.eq)
2024-11-14,17:00:00,13,V ugm-3 (BAM),10.637,V ugm-3 (Ref.eq),8.609,V ugm-3 (Ref.eq)
2024-11-14,18:00:00,19,V ugm-3 (BAM),13.939,V ugm-3 (Ref.eq),10.92,V ugm-3 (Ref.eq)
2024-11-14,19:00:00,17,V ugm-3 (BAM),20.778,V ugm-3 (Ref.eq),21.627,V ugm-3 (Ref.eq)
2024-11-14,20:00:00,15,V ugm-3 (BAM),21.981,V ugm-3 (Ref.eq),31.981,V ugm-3 (Ref.eq)
2024-11-14,21:00:00,14,V ugm-3 (BAM),21.84,V ugm-3 (Ref.eq),25.236,V ugm-3 (Ref.eq)
2024-11-14,22:00:00,14,V ugm-3 (BAM),24.245,V ugm-3 (Ref.eq),18.561,V ugm-3 (Ref.eq)
2024-11-14,23:00:00,12,V ugm-3 (BAM),22.052,V ugm-3 (Ref.eq),19.127,V ugm-3 (Ref.eq)
2024-11-14,24:00:00,22,V ugm-3 (BAM),17.689,V ugm-3 (Ref.eq),16.934,V ugm-3 (Ref.eq)
2024-11-15,01:00:00,10,V ugm-3 (BAM),18.066,V ugm-3 (Ref.eq),18.892,V ugm-3 (Ref.eq)
2024-11-15,02:00:00,11,V ugm-3 (BAM),18.538,V ugm-3 (Ref.eq),19.293,V ugm-3 (Ref.eq)
2024-11-15,03:00:00,21,V ugm-3 (BAM),18.019,V ugm-3 (Ref.eq),16.675,V ugm-3 (Ref.eq)
2024-11-15,04:00:00,18,V ugm-3 (BAM),20.189,V ugm-3 (Ref.eq),17.005,V ugm-3 (Ref.eq)
2024-11-15,05:00:00,19,V ugm-3 (BAM),19.505,V ugm-3 (Ref.eq),16.698,V ugm-3 (Ref.eq)
2024-11-15,06:00:00,18,V ugm-3 (BAM),17.807,V ugm-3 (Ref.eq),16.462,V ugm-3 (Ref.eq)
2024-11-15,07:00:00,20,V ugm-3 (BAM),15.519,V ugm-3 (Ref.eq),15.59,V ugm-3 (Ref.eq)
2024-11-15,08:00:00,20,V ugm-3 (BAM),19.528,V ugm-3 (Ref.eq),16.91,V ugm-3 (Ref.eq)
2024-11-15,09:00:00,23,V ugm-3 (BAM),19.269,V ugm-3 (Ref.eq),24.269,V ugm-3 (Ref.eq)
2024-11-15,10:00:00,22,V ugm-3 (BAM),17.193,V ugm-3 (Ref.eq),25.307,V ugm-3 (Ref.eq)
2024-11-15,11:00:00,11,V ugm-3 (BAM),13.774,V ugm-3 (Ref.eq),16.061,V ugm-3 (Ref.eq)
2024-11-15,12:00:00,7,V ugm-3 (BAM),8.656,V ugm-3 (Ref.eq),5.708,V ugm-3 (Ref.eq)
2024-11-15,13:00:00,4,V ugm-3 (BAM),6.604,V ugm-3 (Ref.eq),4.859,V ugm-3 (Ref.eq)
2024-11-15,14:00:00,5,V ugm-3 (BAM),6.958,V ugm-3 (Ref.eq),4.953,V ugm-3 (Ref.eq)
2024-11-15,15:00:00,5,V ugm-3 (BAM),3.939,V ugm-3 (Ref.eq),5.118,V ugm-3 (Ref.eq)
2024-11-15,16:00:00,4,V ugm-3 (BAM),3.491,V ugm-3 (Ref.eq),2.925,V ugm-3 (Ref.eq)
2024-11-15,17:00:00,3,V ugm-3 (BAM),4.528,V ugm-3 (Ref.eq),4.292,V ugm-3 (Ref.eq)
2024-11-15,18:00:00,4,V ugm-3 (BAM),5.047,V ugm-3 (Ref.eq),3.302,V ugm-3 (Ref.eq)
2024-11-15,19:00:00,4,V ugm-3 (BAM),5.684,V ugm-3 (Ref.eq),2.642,V ugm-3 (Ref.eq)
2024-11-15,20:00:00,5,V ugm-3 (BAM),7.217,V ugm-3 (Ref.eq),4.505,V ugm-3 (Ref.eq)
2024-11-15,21:00:00,7,V ugm-3 (BAM),5.943,V ugm-3 (Ref.eq),4.198,V ugm-3 (Ref.eq)
2024-11-15,22:00:00,6,V ugm-3 (BAM),5.755,V ugm-3 (Ref.eq),4.222,V ugm-3 (Ref.eq)
2024-11-15,23:00:00,4,V ugm-3 (BAM),4.481,V ugm-3 (Ref.eq),4.646,V ugm-3 (Ref.eq)
2024-11-15,24:00:00,1,V ugm-3 (BAM),4.481,V ugm-3 (Ref.eq),3.821,V ugm-3 (Ref.eq)
2024-11-16,01:00:00,0,V ugm-3 (BAM),5.943,V ugm-3 (Ref.eq),3.16,V ugm-3 (Ref.eq)
2024-11-16,02:00:00,1,V ugm-3 (BAM),3.278,V ugm-3 (Ref.eq),2.783,V ugm-3 (Ref.eq)
2024-11-16,03:00:00,0,V ugm-3 (BAM),2.429,V ugm-3 (Ref.eq),2.642,V ugm-3 (Ref.eq)
2024-11-16,04:00:00,2,V ugm-3 (BAM),2.406,V ugm-3 (Ref.eq),1.651,V ugm-3 (Ref.eq)
2024-11-16,05:00:00,2,V ugm-3 (BAM),1.58,V ugm-3 (Ref.eq),1.321,V ugm-3 (Ref.eq)
2024-11-16,06:00:00,0,V ugm-3 (BAM),1.533,V ugm-3 (Ref.eq),1.274,V ugm-3 (Ref.eq)
2024-11-16,07:00:00,1,V ugm-3 (BAM),1.321,V ugm-3 (Ref.eq),1.274,V ugm-3 (Ref.eq)
2024-11-16,08:00:00,3,V ugm-3 (BAM),1.439,V ugm-3 (Ref.eq),1.25,V ugm-3 (Ref.eq)
2024-11-16,09:00:00,5,V ugm-3 (BAM),2.146,V ugm-3 (Ref.eq),1.745,V ugm-3 (Ref.eq)
2024-11-16,10:00:00,3,V ugm-3 (BAM),4.222,V ugm-3 (Ref.eq),2.359,V ugm-3 (Ref.eq)
2024-11-16,11:00:00,2,V ugm-3 (BAM),1.226,V ugm-3 (Ref.eq),1.297,V ugm-3 (Ref.eq)
2024-11-16,12:00:00,2,V ugm-3 (BAM),2.241,V ugm-3 (Ref.eq),2.736,V ugm-3 (Ref.eq)
2024-11-16,13:00:00,4,V ugm-3 (BAM),3.585,V ugm-3 (Ref.eq),4.953,V ugm-3 (Ref.eq)
2024-11-16,14:00:00,5,V ugm-3 (BAM),4.882,V ugm-3 (Ref.eq),5.401,V ugm-3 (Ref.eq)
2024-11-16,15:00:00,6,V ugm-3 (BAM),5.425,V ugm-3 (Ref.eq),6.061,V ugm-3 (Ref.eq)
2024-11-16,16:00:00,9,V ugm-3 (BAM),8.042,V ugm-3 (Ref.eq),7.547,V ugm-3 (Ref.eq)
2024-11-16,17:00:00,8,V ugm-3 (BAM),7.83,V ugm-3 (Ref.eq),8.208,V ugm-3 (Ref.eq)
2024-11-16,18:00:00,8,V ugm-3 (BAM),7.547,V ugm-3 (Ref.eq),8.066,V ugm-3 (Ref.eq)
2024-11-16,19:00:00,10,V ugm-3 (BAM),9.033,V ugm-3 (Ref.eq),7.594,V ugm-3 (Ref.eq)
2024-11-16,20:00:00,7,V ugm-3 (BAM),8.962,V ugm-3 (Ref.eq),6.722,V ugm-3 (Ref.eq)
2024-11-16,21:00:00,6,V ugm-3 (BAM),7.217,V ugm-3 (Ref.eq),6.038,V ugm-3 (Ref.eq)
2024-11-16,22:00:00,3,V ugm-3 (BAM),6.368,V ugm-3 (Ref.eq),3.373,V ugm-3 (Ref.eq)
2024-11-16,23:00:00,2,V ugm-3 (BAM),2.123,V ugm-3 (Ref.eq),2.005,V ugm-3 (Ref.eq)
2024-11-16,24:00:00,1,V ugm-3 (BAM),3.255,V ugm-3 (Ref.eq),2.594,V ugm-3 (Ref.eq)
2024-11-17,01:00:00,2,V ugm-3 (BAM),2.123,V ugm-3 (Ref.eq),1.84,V ugm-3 (Ref.eq)
2024-11-17,02:00:00,2,V ugm-3 (BAM),2.17,V ugm-3 (Ref.eq),1.958,V ugm-3 (Ref.eq)
2024-11-17,03:00:00,3,V ugm-3 (BAM),2.005,V ugm-3 (Ref.eq),1.84,V ugm-3 (Ref.eq)
2024-11-17,04:00:00,3,V ugm-3 (BAM),2.005,V ugm-3 (Ref.eq),1.863,V ugm-3 (Ref.eq)
2024-11-17,05:00:00,1,V ugm-3 (BAM),1.887,V ugm-3 (Ref.eq),1.722,V ugm-3 (Ref.eq)
2024-11-17,06:00:00,3,V ugm-3 (BAM),2.288,V ugm-3 (Ref.eq),2.217,V ugm-3 (Ref.eq)
2024-11-17,07:00:00,4,V ugm-3 (BAM),2.736,V ugm-3 (Ref.eq),2.476,V ugm-3 (Ref.eq)
2024-11-17,08:00:00,3,V ugm-3 (BAM),2.665,V ugm-3 (Ref.eq),2.901,V ugm-3 (Ref.eq)
2024-11-17,09:00:00,1,V ugm-3 (BAM),2.524,V ugm-3 (Ref.eq),2.618,V ugm-3 (Ref.eq)
2024-11-17,10:00:00,3,V ugm-3 (BAM),3.184,V ugm-3 (Ref.eq),2.783,V ugm-3 (Ref.eq)
2024-11-17,11:00:00,3,V ugm-3 (BAM),2.264,V ugm-3 (Ref.eq),2.406,V ugm-3 (Ref.eq)
2024-11-17,12:00:00,3,V ugm-3 (BAM),2.311,V ugm-3 (Ref.eq),2.476,V ugm-3 (Ref.eq)
2024-11-17,13:00:00,2,V ugm-3 (BAM),3.042,V ugm-3 (Ref.eq),2.665,V ugm-3 (Ref.eq)
2024-11-17,14:00:00,0,V ugm-3 (BAM),2.476,V ugm-3 (Ref.eq),3.561,V ugm-3 (Ref.eq)
2024-11-17,15:00:00,4,V ugm-3 (BAM),1.84,V ugm-3 (Ref.eq),3.255,V ugm-3 (Ref.eq)
2024-11-17,16:00:00,9,V ugm-3 (BAM),1.509,V ugm-3 (Ref.eq),3.042,V ugm-3 (Ref.eq)
2024-11-17,17:00:00,6,V ugm-3 (BAM),2.547,V ugm-3 (Ref.eq),2.547,V ugm-3 (Ref.eq)
2024-11-17,18:00:00,4,V ugm-3 (BAM),3.16,V ugm-3 (Ref.eq),3.019,V ugm-3 (Ref.eq)
2024-11-17,19:00:00,5,V ugm-3 (BAM),5.047,V ugm-3 (Ref.eq),4.316,V ugm-3 (Ref.eq)
2024-11-17,20:00:00,6,V ugm-3 (BAM),1.84,V ugm-3 (Ref.eq),3.514,V ugm-3 (Ref.eq)
2024-11-17,21:00:00,6,V ugm-3 (BAM),2.429,V ugm-3 (Ref.eq),6.085,V ugm-3 (Ref.eq)
2024-11-17,22:00:00,4,V ugm-3 (BAM),3.278,V ugm-3 (Ref.eq),2.712,V ugm-3 (Ref.eq)
2024-11-17,23:00:00,6,V ugm-3 (BAM),1.58,V ugm-3 (Ref.eq),3.774,V ugm-3 (Ref.eq)
2024-11-17,24:00:00,7,V ugm-3 (BAM),2.594,V ugm-3 (Ref.eq),5.189,V ugm-3 (Ref.eq)
2024-11-18,01:00:00,8,V ugm-3 (BAM),3.042,V ugm-3 (Ref.eq),5.047,V ugm-3 (Ref.eq)
2024-11-18,02:00:00,5,V ugm-3 (BAM),4.198,V ugm-3 (Ref.eq),4.882,V ugm-3 (Ref.eq)
2024-11-18,03:00:00,3,V ugm-3 (BAM),6.344,V ugm-3 (Ref.eq),7.594,V ugm-3 (Ref.eq)
2024-11-18,04:00:00,8,V ugm-3 (BAM),10.684,V ugm-3 (Ref.eq),7.807,V ugm-3 (Ref.eq)
2024-11-18,05:00:00,6,V ugm-3 (BAM),7.807,V ugm-3 (Ref.eq),5.542,V ugm-3 (Ref.eq)
2024-11-18,06:00:00,4,V ugm-3 (BAM),4.033,V ugm-3 (Ref.eq),5.755,V ugm-3 (Ref.eq)
2024-11-18,07:00:00,7,V ugm-3 (BAM),3.231,V ugm-3 (Ref.eq),5.259,V ugm-3 (Ref.eq)
2024-11-18,08:00:00,6,V ugm-3 (BAM),3.679,V ugm-3 (Ref.eq),4.788,V ugm-3 (Ref.eq)
2024-11-18,09:00:00,9,V ugm-3 (BAM),4.033,V ugm-3 (Ref.eq),6.25,V ugm-3 (Ref.eq)
2024-11-18,10:00:00,7,V ugm-3 (BAM),4.717,V ugm-3 (Ref.eq),7.476,V ugm-3 (Ref.eq)
2024-11-18,11:00:00,5,V ugm-3 (BAM),3.16,V ugm-3 (Ref.eq),4.222,V ugm-3 (Ref.eq)
2024-11-18,12:00:00,9,V ugm-3 (BAM),3.255,V ugm-3 (Ref.eq),3.42,V ugm-3 (Ref.eq)
2024-11-18,13:00:00,7,V ugm-3 (BAM),3.609,V ugm-3 (Ref.eq),3.349,V ugm-3 (Ref.eq)
2024-11-18,14:00:00,6,V ugm-3 (BAM),4.528,V ugm-3 (Ref.eq),4.057,V ugm-3 (Ref.eq)
2024-11-18,15:00:00,8,V ugm-3 (BAM),6.604,V ugm-3 (Ref.eq),4.316,V ugm-3 (Ref.eq)
2024-11-18,16:00:00,7,V ugm-3 (BAM),8.302,V ugm-3 (Ref.eq),4.882,V ugm-3 (Ref.eq)
2024-11-18,17:00:00,7,V ugm-3 (BAM),7.429,V ugm-3 (Ref.eq),5.094,V ugm-3 (Ref.eq)
2024-11-18,18:00:00,7,V ugm-3 (BAM),8.538,V ugm-3 (Ref.eq),7.618,V ugm-3 (Ref.eq)
2024-11-18,19:00:00,8,V ugm-3 (BAM),6.415,V ugm-3 (Ref.eq),6.297,V ugm-3 (Ref.eq)
2024-11-18,20:00:00,7,V ugm-3 (BAM),7.476,V ugm-3 (Ref.eq),6.368,V ugm-3 (Ref.eq)
2024-11-18,21:00:00,12,V ugm-3 (BAM),10.495,V ugm-3 (Ref.eq),8.561,V ugm-3 (Ref.eq)
2024-11-18,22:00:00,10,V ugm-3 (BAM),7.783,V ugm-3 (Ref.eq),4.882,V ugm-3 (Ref.eq)
2024-11-18,23:00:00,6,V ugm-3 (BAM),3.986,V ugm-3 (Ref.eq),3.868,V ugm-3 (Ref.eq)
2024-11-18,24:00:00,8,V ugm-3 (BAM),5.118,V ugm-3 (Ref.eq),4.458,V ugm-3 (Ref.eq)
2024-11-19,01:00:00,8,V ugm-3 (BAM),5.943,V ugm-3 (Ref.eq),5.236,V ugm-3 (Ref.eq)
2024-11-19,02:00:00,5,V ugm-3 (BAM),4.693,V ugm-3 (Ref.eq),4.316,V ugm-3 (Ref.eq)
2024-11-19,03:00:00,5,V ugm-3 (BAM),6.109,V ugm-3 (Ref.eq),6.439,V ugm-3 (Ref.eq)
2024-11-19,04:00:00,7,V ugm-3 (BAM),7.005,V ugm-3 (Ref.eq),6.156,V ugm-3 (Ref.eq)
2024-11-19,05:00:00,7,V ugm-3 (BAM),4.741,V ugm-3 (Ref.eq),5.283,V ugm-3 (Ref.eq)
2024-11-19,06:00:00,5,V ugm-3 (BAM),4.976,V ugm-3 (Ref.eq),6.085,V ugm-3 (Ref.eq)
2024-11-19,07:00:00,7,V ugm-3 (BAM),6.627,V ugm-3 (Ref.eq),8.066,V ugm-3 (Ref.eq)
2024-11-19,08:00:00,8,V ugm-3 (BAM),7.665,V ugm-3 (Ref.eq),8.514,V ugm-3 (Ref.eq)
2024-11-19,09:00:00,10,V ugm-3 (BAM),7.854,V ugm-3 (Ref.eq),8.491,V ugm-3 (Ref.eq)
2024-11-19,10:00:00,8,V ugm-3 (BAM),7.406,V ugm-3 (Ref.eq),7.948,V ugm-3 (Ref.eq)
2024-11-19,11:00:00,6,V ugm-3 (BAM),5.542,V ugm-3 (Ref.eq),6.816,V ugm-3 (Ref.eq)
2024-11-19,12:00:00,6,V ugm-3 (BAM),5.896,V ugm-3 (Ref.eq),6.014,V ugm-3 (Ref.eq)
2024-11-19,13:00:00,4,V ugm-3 (BAM),5.566,V ugm-3 (Ref.eq),4.953,V ugm-3 (Ref.eq)
2024-11-19,14:00:00,3,V ugm-3 (BAM),6.156,V ugm-3 (Ref.eq),4.788,V ugm-3 (Ref.eq)
2024-11-19,15:00:00,10,V ugm-3 (BAM),7.17,V ugm-3 (Ref.eq),4.575,V ugm-3 (Ref.eq)
2024-11-19,16:00:00,21,V ugm-3 (BAM),18.491,V ugm-3 (Ref.eq),13.443,V ugm-3 (Ref.eq)
2024-11-19,17:00:00,17,V ugm-3 (BAM),15.66,V ugm-3 (Ref.eq),18.868,V ugm-3 (Ref.eq)
2024-11-19,18:00:00,7,V ugm-3 (BAM),8.538,V ugm-3 (Ref.eq),8.443,V ugm-3 (Ref.eq)
2024-11-19,19:00:00,8,V ugm-3 (BAM),6.863,V ugm-3 (Ref.eq),5.849,V ugm-3 (Ref.eq)
2024-11-19,20:00:00,6,V ugm-3 (BAM),3.679,V ugm-3 (Ref.eq),4.67,V ugm-3 (Ref.eq)
2024-11-19,21:00:00,7,V ugm-3 (BAM),3.302,V ugm-3 (Ref.eq),3.137,V ugm-3 (Ref.eq)
2024-11-19,22:00:00,5,V ugm-3 (BAM),2.642,V ugm-3 (Ref.eq),2.311,V ugm-3 (Ref.eq)
2024-11-19,23:00:00,2,V ugm-3 (BAM),1.769,V ugm-3 (Ref.eq),2.241,V ugm-3 (Ref.eq)
2024-11-19,24:00:00,4,V ugm-3 (BAM),1.627,V ugm-3 (Ref.eq),2.406,V ugm-3 (Ref.eq)
2024-11-20,01:00:00,3,V ugm-3 (BAM),1.368,V ugm-3 (Ref.eq),1.557,V ugm-3 (Ref.eq)
2024-11-20,02:00:00,3,V ugm-3 (BAM),2.17,V ugm-3 (Ref.eq),1.179,V ugm-3 (Ref.eq)
2024-11-20,03:00:00,3,V ugm-3 (BAM),1.274,V ugm-3 (Ref.eq),1.509,V ugm-3 (Ref.eq)
2024-11-20,04:00:00,4,V ugm-3 (BAM),1.698,V ugm-3 (Ref.eq),1.226,V ugm-3 (Ref.eq)
2024-11-20,05:00:00,2,V ugm-3 (BAM),0.943,V ugm-3 (Ref.eq),1.108,V ugm-3 (Ref.eq)
2024-11-20,06:00:00,2,V ugm-3 (BAM),0.849,V ugm-3 (Ref.eq),2.146,V ugm-3 (Ref.eq)
2024-11-20,07:00:00,5,V ugm-3 (BAM),1.014,V ugm-3 (Ref.eq),1.745,V ugm-3 (Ref.eq)
2024-11-20,08:00:00,6,V ugm-3 (BAM),2.005,V ugm-3 (Ref.eq),3.019,V ugm-3 (Ref.eq)
2024-11-20,09:00:00,7,V ugm-3 (BAM),2.571,V ugm-3 (Ref.eq),5.071,V ugm-3 (Ref.eq)
2024-11-20,10:00:00,6,V ugm-3 (BAM),2.288,V ugm-3 (Ref.eq),5.637,V ugm-3 (Ref.eq)
2024-11-20,11:00:00,5,V ugm-3 (BAM),1.627,V ugm-3 (Ref.eq),2.406,V ugm-3 (Ref.eq)
2024-11-20,12:00:00,5,V ugm-3 (BAM),2.217,V ugm-3 (Ref.eq),2.901,V ugm-3 (Ref.eq)
2024-11-20,13:00:00,5,V ugm-3 (BAM),3.184,V ugm-3 (Ref.eq),3.325,V ugm-3 (Ref.eq)
2024-11-20,14:00:00,7,V ugm-3 (BAM),4.387,V ugm-3 (Ref.eq),3.585,V ugm-3 (Ref.eq)
2024-11-20,15:00:00,7,V ugm-3 (BAM),3.137,V ugm-3 (Ref.eq),3.679,V ugm-3 (Ref.eq)
2024-11-20,16:00:00,5,V ugm-3 (BAM),3.679,V ugm-3 (Ref.eq),4.033,V ugm-3 (Ref.eq)
2024-11-20,17:00:00,18,V ugm-3 (BAM),3.255,V ugm-3 (Ref.eq),4.481,V ugm-3 (Ref.eq)
2024-11-20,18:00:00,6,V ugm-3 (BAM),3.986,V ugm-3 (Ref.eq),4.811,V ugm-3 (Ref.eq)
2024-11-20,19:00:00,11,V ugm-3 (BAM),6.132,V ugm-3 (Ref.eq),5.189,V ugm-3 (Ref.eq)
2024-11-20,20:00:00,14,V ugm-3 (BAM),6.226,V ugm-3 (Ref.eq),7.17,V ugm-3 (Ref.eq)
2024-11-20,21:00:00,12,V ugm-3 (BAM),5.33,V ugm-3 (Ref.eq),6.675,V ugm-3 (Ref.eq)
2024-11-20,22:00:00,9,V ugm-3 (BAM),7.005,V ugm-3 (Ref.eq),4.387,V ugm-3 (Ref.eq)
2024-11-20,23:00:00,9,V ugm-3 (BAM),4.528,V ugm-3 (Ref.eq),3.962,V ugm-3 (Ref.eq)
2024-11-20,24:00:00,8,V ugm-3 (BAM),4.788,V ugm-3 (Ref.eq),4.434,V ugm-3 (Ref.eq)
2024-11-21,01:00:00,7,V ugm-3 (BAM),4.599,V ugm-3 (Ref.eq),5.637,V ugm-3 (Ref.eq)
2024-11-21,02:00:00,6,V ugm-3 (BAM),4.245,V ugm-3 (Ref.eq),4.363,V ugm-3 (Ref.eq)
2024-11-21,03:00:00,6,V ugm-3 (BAM),2.571,V ugm-3 (Ref.eq),2.948,V ugm-3 (Ref.eq)
2024-11-21,04:00:00,8,V ugm-3 (BAM),3.231,V ugm-3 (Ref.eq),3.137,V ugm-3 (Ref.eq)
2024-11-21,05:00:00,7,V ugm-3 (BAM),3.821,V ugm-3 (Ref.eq),3.208,V ugm-3 (Ref.eq)
2024-11-21,06:00:00,5,V ugm-3 (BAM),4.009,V ugm-3 (Ref.eq),3.019,V ugm-3 (Ref.eq)
2024-11-21,07:00:00,5,V ugm-3 (BAM),4.41,V ugm-3 (Ref.eq),4.976,V ugm-3 (Ref.eq)
2024-11-21,08:00:00,8,V ugm-3 (BAM),5.354,V ugm-3 (Ref.eq),7.241,V ugm-3 (Ref.eq)
2024-11-21,09:00:00,10,V ugm-3 (BAM),9.009,V ugm-3 (Ref.eq),10.637,V ugm-3 (Ref.eq)
2024-11-21,10:00:00,16,V ugm-3 (BAM),10.071,V ugm-3 (Ref.eq),15.637,V ugm-3 (Ref.eq)
2024-11-21,11:00:00,6,V ugm-3 (BAM),7.406,V ugm-3 (Ref.eq),10.047,V ugm-3 (Ref.eq)
2024-11-21,12:00:00,5,V ugm-3 (BAM),2.382,V ugm-3 (Ref.eq),5.377,V ugm-3 (Ref.eq)
2024-11-21,13:00:00,3,V ugm-3 (BAM),2.264,V ugm-3 (Ref.eq),4.505,V ugm-3 (Ref.eq)
2024-11-21,14:00:00,2,V ugm-3 (BAM),3.255,V ugm-3 (Ref.eq),4.764,V ugm-3 (Ref.eq)
2024-11-21,15:00:00,6,V ugm-3 (BAM),3.609,V ugm-3 (Ref.eq),5.377,V ugm-3 (Ref.eq)
2024-11-21,16:00:00,10,V ugm-3 (BAM),3.467,V ugm-3 (Ref.eq),5.047,V ugm-3 (Ref.eq)
2024-11-21,17:00:00,6,V ugm-3 (BAM),4.387,V ugm-3 (Ref.eq),5.542,V ugm-3 (Ref.eq)
2024-11-21,18:00:00,10,V ugm-3 (BAM),5.802,V ugm-3 (Ref.eq),5.165,V ugm-3 (Ref.eq)
2024-11-21,19:00:00,7,V ugm-3 (BAM),4.033,V ugm-3 (Ref.eq),6.014,V ugm-3 (Ref.eq)
2024-11-21,20:00:00,3,V ugm-3 (BAM),1.958,V ugm-3 (Ref.eq),1.745,V ugm-3 (Ref.eq)
2024-11-21,21:00:00,3,V ugm-3 (BAM),1.722,V ugm-3 (Ref.eq),1.863,V ugm-3 (Ref.eq)
2024-11-21,22:00:00,3,V ugm-3 (BAM),2.948,V ugm-3 (Ref.eq),2.972,V ugm-3 (Ref.eq)
2024-11-21,23:00:00,5,V ugm-3 (BAM),4.811,V ugm-3 (Ref.eq),4.458,V ugm-3 (Ref.eq)
2024-11-21,24:00:00,6,V ugm-3 (BAM),3.703,V ugm-3 (Ref.eq),3.868,V ugm-3 (Ref.eq)
2024-11-22,01:00:00,4,V ugm-3 (BAM),2.052,V ugm-3 (Ref.eq),2.217,V ugm-3 (Ref.eq)
2024-11-22,02:00:00,2,V ugm-3 (BAM),1.675,V ugm-3 (Ref.eq),1.769,V ugm-3 (Ref.eq)
2024-11-22,03:00:00,1,V ugm-3 (BAM),1.038,V ugm-3 (Ref.eq),2.524,V ugm-3 (Ref.eq)
2024-11-22,04:00:00,0,V ugm-3 (BAM),2.5,V ugm-3 (Ref.eq),2.712,V ugm-3 (Ref.eq)
2024-11-22,05:00:00,-2,V ugm-3 (BAM),1.675,V ugm-3 (Ref.eq),2.948,V ugm-3 (Ref.eq)
2024-11-22,06:00:00,3,V ugm-3 (BAM),1.179,V ugm-3 (Ref.eq),1.462,V ugm-3 (Ref.eq)
2024-11-22,07:00:00,3,V ugm-3 (BAM),1.226,V ugm-3 (Ref.eq),1.321,V ugm-3 (Ref.eq)
2024-11-22,08:00:00,1,V ugm-3 (BAM),1.25,V ugm-3 (Ref.eq),1.745,V ugm-3 (Ref.eq)
2024-11-22,09:00:00,2,V ugm-3 (BAM),1.462,V ugm-3 (Ref.eq),1.557,V ugm-3 (Ref.eq)
2024-11-22,10:00:00,3,V ugm-3 (BAM),1.321,V ugm-3 (Ref.eq),2.948,V ugm-3 (Ref.eq)
2024-11-22,11:00:00,1,V ugm-3 (BAM),1.274,V ugm-3 (Ref.eq),2.335,V ugm-3 (Ref.eq)
2024-11-22,12:00:00,2,V ugm-3 (BAM),1.392,V ugm-3 (Ref.eq),1.958,V ugm-3 (Ref.eq)
2024-11-22,13:00:00,6,V ugm-3 (BAM),3.467,V ugm-3 (Ref.eq),4.976,V ugm-3 (Ref.eq)
2024-11-22,14:00:00,8,V ugm-3 (BAM),3.325,V ugm-3 (Ref.eq),4.835,V ugm-3 (Ref.eq)
2024-11-22,15:00:00,6,V ugm-3 (BAM),2.453,V ugm-3 (Ref.eq),3.302,V ugm-3 (Ref.eq)
